QuestionID,Question,Answer,Document
Q1438,what was the date of pearl harbor,question_answering,Attack on Pearl Harbor
Q1439,what is disney's magic kingdom,question_answering,Magic Kingdom
Q1440,what is the kanji for language,question_answering,Kanji
Q1441,what is in fruitcake,question_answering,Fruit cake
Q1442,what is the name of the family who own the biltmore estates in nc,question_answering,Biltmore Estate
Q1443,who was the congressman who was caught with an escort in ny,question_answering,Eliot Spitzer prostitution scandal
Q1444,where are the kidneys in your body,question_answering,Kidney
Q1445,what is lockton affinity,question_answering,Lockton Companies
Q1446,what is lockton affinity,question_answering,Lockton Companies
Q1447,what is white chocolate made of,question_answering,White chocolate
Q1448,what is the latest season of psych,question_answering,Psych
Q1449,what is the main component of vaccines,question_answering,vaccine
Q1450,what is the name of chris cornell's band?,question_answering,Chris Cornell
Q1451,what is preciosa crystal?,question_answering,Preciosa (corporation)
Q1452,where is the chupacabra found,question_answering,Chupacabra
Q1453,What is the purpose of North American Free Trade Agreement,question_answering,North American Free Trade Agreement
Q1454,who are all of the jonas brothers,question_answering,Jonas Brothers
Q1455,what is in the alpine mountain systems,question_answering,Alps
Q1456,what is in the alpine mountain systems,question_answering,Alps
Q1457,who is mary matalin married to,question_answering,Mary Matalin
Q1458,where is basque spoken,question_answering,Basque language
Q1459,where is the brisket from,question_answering,Brisket
Q1460,what is human chorionic,question_answering,Human chorionic gonadotropin
Q1461,where is dear john filmed at,question_answering,Dear John (2010 film)
Q1462,what is busiest airport in US,question_answering,List of the busiest airports in the United States
Q1463,where is osaka japan,question_answering,Osaka
Q1464,where is osaka japan,question_answering,Osaka
Q1465,what is surname and given name,question_answering,Given name
Q1466,what is melissa and joey about,question_answering,Melissa & Joey
Q1467,What is an economic feature?,question_answering,Economics
Q1468,What is an economic feature?,question_answering,Economics
Q1469,What is an economic feature?,question_answering,Economics
Q1470,what is the average american income,question_answering,Household income in the United States
Q1471,When was Apple Computer founded,question_answering,Apple Inc.
Q1472,what is section eight housing,question_answering,Section 8 (housing)
Q1473,what is section eight housing,question_answering,Section 8 (housing)



Q1474,How do I book a restaurant for a birthday dinner?,restaurant_booking,book restaurant birthday dinner
Q1475,What time slots are available for booking at restaurants?,restaurant_booking,time slots booking restaurants
Q1476,Can I book a restaurant for 10 people online?, restaurant_booking,book restaurant 10 people online
Q1477,How can I find restaurants that allow reservations for couples?, restaurant_booking,find restaurants reservations couples
Q1478,What are the steps to reserve a table at a Michelin-starred restaurant?, restaurant_booking,reserve table Michelin-starred restaurant
Q1479,How to book a restaurant for a business lunch?, restaurant_booking,book restaurant business lunch
Q1480,Are there any fees for booking a table at a fine-dining restaurant?, restaurant_booking,fees booking table fine-dining restaurant
Q1481,What restaurants near me take bookings?, restaurant_booking,restaurants near me take bookings
Q1482,How do I know if my restaurant booking was successful?, restaurant_booking,restaurant booking successful
Q1483,Can I book a table at a restaurant for a specific time?,restaurant_booking,book table restaurant specific time
Q1484,What happens if I don’t show up for a restaurant booking?,restaurant_booking,no show restaurant booking
Q1485,How can I reserve a rooftop table at a restaurant?,restaurant_booking,reserve rooftop table restaurant
Q1486,What is the best app for making restaurant reservations?,restaurant_booking,best app restaurant reservations
Q1487,Do restaurants confirm bookings via email or SMS?,restaurant_booking,restaurants confirm bookings email SMS
Q1488,Can I book a table at a restaurant for tomorrow evening?,restaurant_booking,book table restaurant tomorrow evening
Q1489,How do I book a romantic table for an anniversary?,restaurant_booking,book romantic table anniversary
Q1490,Is it possible to book an outdoor table at a restaurant?,restaurant_booking,book outdoor table restaurant
Q1491,Can I book a restaurant for a group dinner during holidays?,restaurant_booking,book restaurant group dinner holidays
Q1492,How do I find restaurants offering discounts for bookings?,restaurant_booking,find restaurants discounts bookings
Q1493,What details are needed to book a table at a high-end restaurant?,restaurant_booking,details book table high-end restaurant

Q1494,How can I find a place to eat for a birthday dinner?,restaurant_booking,eat birthday dinner
Q1495,What time slots are available to eat at restaurants?,restaurant_booking,time slots eat restaurants
Q1496,Can I book a restaurant to eat with 10 people online?,restaurant_booking,book eat 10 people online
Q1497,How can I find places to eat that allow reservations for couples?,restaurant_booking,eat reservations couples
Q1498,What are the steps to reserve a table to eat at a Michelin-starred restaurant?,restaurant_booking,reserve eat table Michelin-starred restaurant
Q1499,How to book a restaurant to eat during a business lunch?,restaurant_booking,book eat business lunch
Q1500,Are there any fees for booking a table to eat at a fine-dining restaurant?,restaurant_booking,fees eat fine-dining restaurant
Q1501,What places to eat near me take bookings?,restaurant_booking,places eat near me bookings
Q1502,How do I know if my eat-and-drink booking was successful?,restaurant_booking,eat drink booking successful
Q1503,Can I book a table to eat at a restaurant for a specific time?,restaurant_booking,book table eat specific time
Q1504,What happens if I don’t show up to eat after making a booking?,restaurant_booking,no show eat booking
Q1505,How can I reserve a rooftop table to eat and drink at a restaurant?,restaurant_booking,reserve rooftop table eat drink
Q1506,What is the best app for making reservations to eat at restaurants?,restaurant_booking,best app eat reservations
Q1507,Do restaurants confirm eat-and-drink bookings via email or SMS?,restaurant_booking,restaurants confirm eat drink bookings email SMS
Q1508,Can I book a table to eat tomorrow evening at a restaurant?,restaurant_booking,book eat tomorrow evening
Q1509,How do I book a romantic table to eat for an anniversary?,restaurant_booking,book romantic eat anniversary
Q1510,Is it possible to book an outdoor table to eat or drink at a restaurant?,restaurant_booking,book outdoor eat drink restaurant
Q1511,Can I book a place to eat for a group dinner during the holidays?,restaurant_booking,book eat group dinner holidays
Q1512,How do I find places to eat offering discounts for bookings?,restaurant_booking,find eat discounts bookings
Q1513,What details are needed to book a table to eat at a high-end restaurant?,restaurant_booking,details book eat high-end restaurant

Q1514,Where can I eat nearby?,restaurant_booking,eat nearby
Q1515,How do I book a table?,restaurant_booking,book table
Q1516,What restaurants allow bookings?,restaurant_booking,restaurants bookings
Q1517,Can I book a spot to eat?,restaurant_booking,book spot eat
Q1518,Where can I drink with a reservation?,restaurant_booking,drink reservation
Q1519,How do I reserve a table to eat?,restaurant_booking,reserve table eat
Q1520,Can I book a drink table?,restaurant_booking,book drink table
Q1521,What’s the best way to book a restaurant?,restaurant_booking,best way book restaurant
Q1522,How do I find a place to eat?,restaurant_booking,find place eat
Q1523,Can I make a booking to drink with friends?,restaurant_booking,booking drink friends
Q1524,Where can I book a restaurant nearby?,restaurant_booking,book restaurant nearby
Q1525,What time can I eat at this restaurant?,restaurant_booking,time eat restaurant
Q1526,How to book a spot for dinner?,restaurant_booking,book spot dinner
Q1527,Where can I drink and eat with a reservation?,restaurant_booking,drink eat reservation
Q1528,How do I book a dinner table?,restaurant_booking,book dinner table
Q1529,What restaurants take online bookings?,restaurant_booking,restaurants online bookings
Q1530,Can I eat without a booking?,restaurant_booking,eat without booking
Q1531,How do I cancel a booking to eat?,restaurant_booking,cancel booking eat
Q1532,What’s the best time to book a restaurant?,restaurant_booking,best time book restaurant
Q1533,Can I book for drinks and snacks?,restaurant_booking,book drinks snacks
Q1534,How do I find available restaurants to eat?,restaurant_booking,find available restaurants eat
Q1535,Where can I eat outdoors?,restaurant_booking,eat outdoors
Q1536,Can I book a table for two?,restaurant_booking,book table two
Q1537,What’s the best time to eat at restaurants?,restaurant_booking,best time eat restaurants
Q1538,Can I make a last-minute booking to eat?,restaurant_booking,last-minute booking eat
Q1539,Where can I book drinks near me?,restaurant_booking,book drinks near me
Q1540,How do I book a lunch spot?,restaurant_booking,book lunch spot

Q1541,Where can I eat?,restaurant_booking,eat
Q1542,How do I book?,restaurant_booking,book
Q1543,What restaurants are available?,restaurant_booking,restaurants available
Q1544,Can I drink here?,restaurant_booking,drink here
Q1545,How do I reserve?,restaurant_booking,reserve
Q1546,Where can I eat and drink?,restaurant_booking,eat drink
Q1547,Can I book now?,restaurant_booking,book now
Q1548,What’s the best place to eat?,restaurant_booking,best place eat
Q1549,Can I make a booking?,restaurant_booking,make booking
Q1550,How to find a restaurant?,restaurant_booking,find restaurant
Q1551,Where can I drink?,restaurant_booking,drink
Q1552,Can I eat without booking?,restaurant_booking,eat without booking
Q1553,What’s available to eat?,restaurant_booking,available eat
Q1554,Where to book?,restaurant_booking,book
Q1555,How do I find a place to drink?,restaurant_booking,find place drink
Q1556,Can I eat here?,restaurant_booking,eat here
Q1557,Where to eat near me?,restaurant_booking,eat near me
Q1558,What time can I book?,restaurant_booking,book time
Q1559,How do I book food?,restaurant_booking,book food
Q1560,Can I reserve now?,restaurant_booking,reserve now
Q1561,Where can I book a table?,restaurant_booking,book table
Q1562,Where to drink nearby?,restaurant_booking,drink nearby
Q1563,Can I eat with friends?,restaurant_booking,eat friends
Q1564,What’s open to eat?,restaurant_booking,open eat
Q1565,Where do I book?,restaurant_booking,where book
Q1566,Can I drink without a booking?,restaurant_booking,drink without booking
Q1567,How do I find food?,restaurant_booking,find food
Q1568,What’s available to drink?,restaurant_booking,available drink
Q1569,Can I book for dinner?,restaurant_booking,book dinner
Q1570,Where can I book now?,restaurant_booking,book now

Q1571,Where is a good restaurant to eat?,restaurant_booking,restaurant good eat
Q1572,How do I book a restaurant?,restaurant_booking,book restaurant
Q1573,What restaurants are open now?,restaurant_booking,restaurants open now
Q1574,Can I book a restaurant online?,restaurant_booking,book restaurant online
Q1575,Where can I find a restaurant near me?,restaurant_booking,restaurant near me
Q1576,Can I book a restaurant for dinner?,restaurant_booking,book restaurant dinner
Q1577,How do I find restaurants for lunch?,restaurant_booking,find restaurants lunch
Q1578,What restaurant serves drinks?,restaurant_booking,restaurant serves drinks
Q1579,Where is the nearest restaurant?,restaurant_booking,nearest restaurant
Q1580,Can I reserve a table at a restaurant?,restaurant_booking,reserve table restaurant
Q1581,What restaurants take reservations?,restaurant_booking,restaurants take reservations
Q1582,Where can I book a restaurant quickly?,restaurant_booking,book restaurant quickly
Q1583,Can I book a table at this restaurant?,restaurant_booking,book table restaurant
Q1584,Where are family-friendly restaurants?,restaurant_booking,family-friendly restaurants
Q1585,What restaurants are open for bookings?,restaurant_booking,restaurants open bookings
Q1586,Can I drink at this restaurant?,restaurant_booking,drink restaurant
Q1587,How do I find a romantic restaurant?,restaurant_booking,find romantic restaurant
Q1588,What’s the best restaurant to eat at?,restaurant_booking,best restaurant eat
Q1589,Can I book a large table at a restaurant?,restaurant_booking,book large table restaurant
Q1590,Where can I eat at a rooftop restaurant?,restaurant_booking,rooftop restaurant eat
Q1591,What restaurants are best for groups?,restaurant_booking,restaurants best groups
Q1592,Can I book a restaurant for brunch?,restaurant_booking,book restaurant brunch
Q1593,Where can I find a restaurant with outdoor seating?,restaurant_booking,restaurant outdoor seating
Q1594,What restaurants allow late-night bookings?,restaurant_booking,restaurants late-night bookings
Q1595,Can I eat at this restaurant without booking?,restaurant_booking,eat restaurant without booking
Q1596,Where can I book a private restaurant area?,restaurant_booking,book private restaurant
Q1597,How do I find fine-dining restaurants?,restaurant_booking,find fine-dining restaurants
Q1598,What restaurants are open for reservations?,restaurant_booking,restaurants open reservations
Q1599,Where can I book a restaurant for lunch?,restaurant_booking,book restaurant lunch
Q1600,Can I book drinks at a restaurant bar?,restaurant_booking,book drinks restaurant bar
